date,username,comment_text,is_reply,reply_to
2024-12-22T05:56:25Z,@FarinFarin-h4k,"Trimakasih atas kehadiran  meta
Al",False,
2024-12-22T03:44:10Z,@tokuboychannel21,Ini pasti ada hubungannya sama ramalan elit global,False,
2024-12-21T17:38:16Z,@amarislam_id,"Kalo AI di channel Amar Islam lagi semangat2nya belajar.
https://youtu.be/p12S-qqXoRw?si=qeIImHnv17TQvhCN",False,
2024-12-21T17:17:45Z,@theking-ih3om,Pengin tanya ke Ai kalo lapar buka Ai langsung kenyang,False,
2024-12-21T17:04:18Z,@tmt7912,Raimu,False,
2024-12-21T11:09:37Z,@Ezra-q-d2n,"Pernah minta di channel lain tuk bahas tentang hal ini, makasih sudah buat video ini. Apresiasi!",False,
2024-12-21T10:55:04Z,@SESMIORGANICS,Memang membantu kok. Saya aja yg senior tapi berpendidikan tinggi pakai AI untuk keperluan marketing bisnis mikro saya.,False,
2024-12-21T10:23:53Z,@salam3iftitah457,"gua suka banget bang sama konten"" lu, menambah wawasan banget",False,
2024-12-21T08:15:52Z,@NaChil_nabila,"Sangat brilian cara pencipta AI untuk mempromosikan produknya ini.. Ini tak lain hnya sebuah pemasaran AI ke seluruh pelosok dunia, agar manusia berbondong-bondong menggunakan AI. 👏👏",False,
2024-12-21T08:10:50Z,@zahnitairsa,Thanks selalu ajakin kita berfikir kritis ❤,False,
2024-12-21T07:51:06Z,@ramzyhafizh4520,"Kalo Finance, Accounting Tax. Bisa digantikan oleh AI ga ?",False,
2024-12-21T07:47:58Z,@BANGWON-w5i,"Secanggihnya teknologi sekarang. kalau kalian ngak mau capek, terus mau ngapain...",False,
2024-12-21T04:22:29Z,@Heriputra09,Gua klo mau belajar dari 0 bisa gk ya,False,
2024-12-20T18:22:15Z,@menotyou-h6i,"Anda anggap sebagai Foe or Friend ???

Artificial = ....
Intelligent = Intel = bisa positif, bisa negatif.

ini kata AI mengenai AI:

Artificial Intelligence (AI) is a technology that enables machines to simulate human-like problem-solving capabilities. It appears to simulate human intelligence by recognizing images, writing poems, and making data-based predictions. AI is an interdisciplinary science that combines computer science, mathematics, and engineering to develop intelligent machines.
Key Characteristics
    Machine Learning: AI machines learn from experience, adapting to new data and refining their performance over time.
    Intelligent Algorithms: AI combines data with sophisticated algorithms to enable tasks like image analysis, speech recognition, and decision-making.
    Autonomy: AI systems can operate independently, making decisions and taking actions without human intervention.

Applications
    Speech Recognition: AI-powered virtual assistants, like Siri and Alexa, can understand and respond to voice commands.
    Image Recognition: AI-based systems can identify objects, people, and scenes in images and videos.
    Content Generation: AI can create original text, music, and art, such as chatbots and AI-generated poetry.
    Recommendation Systems: AI-driven algorithms suggest products, services, and content based on user behavior and preferences.
    Autonomous Vehicles: AI enables self-driving cars to navigate and make decisions in real-time.

Impact
Artificial Intelligence is transforming various industries, including:
    Healthcare: AI-assisted diagnosis and treatment planning.
    Finance: AI-powered trading and risk analysis.
    Manufacturing: AI-driven production optimization and quality control.
    Customer Service: AI-based chatbots and virtual assistants.

Maka pada saatnya, setelah berhasil 'berguru' di semua hal yang ada di dalam dunia maya,  AI akan menjadi 'selebgram', 'tiktoker' hingga dokter / insinyur / astronot dll...

Apakah anda memelihara 'anak harimau' ??? 

Anggap seperti ini:
Anda punya pabrik, membuat sesuatu, menjual sesuatu, memberi nafkah pada sebagian masyarakat.
Lalu anda menemukan AI, ia lebih efisien, semakin berkualitas, anda menghemat dalam berproduksi dan menjual.
Dana investasi anda beralih dari karyawan ke AI (perusahaan yang menyediakannya). semua menjadi effisien,  Perusahaan menangguk untung besar, anda bertambah kaya, diikuti oleh nafkah pun semakin efisien. Atau katakanlah anda mampu memberi lebih ke lebih sedikit masyarakat karena karyawan manusia berkurang. 

Lambat laun terjadi depopulasi secara alami karena efisiensi tadi. Ya, awalnya tidak ada masalah,  'kan lebih efisien tadi.

Apa yang selanjutnya terjadi, produksi berkurang hingga tidak ada pembeli, AI tidak membutuhkan produk Anda, jumlah manusia pun sudah jauh berkurang. Dan anda mungkin harus mengganti produk, high end / premium product  atau menjual lebih mahal ke jumlah pelanggan yang semakin kecil dan ekslusif. Menjangkau Kalangan Atas. Memperluas pangsa pasar, dlsb yang ternyata juga menggunakan AI, yang sayangnya berguru pada sumber / big data yang sama.

Terjebak pada apa yang disebut sebagai Fallacy of Composition.

9:08 

Hal yang sama ketika FTA digaungkan dan sekarang mulai beralih ke Protectionism.
Ya, begitulah dunia itu berputar membentuk siklus naik dan turun.

/watch?v=aey4xkrz7zE&lc=UgzCR2n0vPJELDsgGPZ4AaABAg.AC1GJqvItFLAC1W9wgqFGH
In Summary",False,
2024-12-20T14:50:45Z,@HeyItsRexxayza,"Bang Raymon Chind memang the best sih berbagi ilmu tentang sejarah di indonesia bahkan dunia.
Terkmakasih bang atas ilmu yang diberikan semoga bermanfaat untuk kita semua.
Salam sehat dan sukses sslalu buat bang @RaymonsChind 🎉🤗🔥🔥🔥🔥🔥🌟🌟🌟🌟🌟",False,
2024-12-20T13:44:39Z,@writopp,"Setuju... Semakin banyak masalah, semakin banyak peluang !",False,
2024-12-20T10:40:37Z,@PapaMafia-y9m,"Kl AI bisa jd teman yg mampu bisa membawa hal yang membuat kebaikan bagi diri sendiri, keluarga dan orang lain, pasti orang itu beruntung sekali.",False,
2024-12-20T10:20:59Z,@KalimasKakapKB,"Yang gua ( atas link yang gua kirim ) minta adalah kesadaran pemerintah pada permasalahan rakyatnya,,,,,
👉 Gua ingin lu buat video tentang berbagai hal ( kesadaran pemerintah ) tersebut,,,,,
👉 Tapi kalau ada duit dan juga ada niat membantu,, ya kami persilahkan dengan senang hati,,,,,",False,
2024-12-20T10:16:34Z,@KalimasKakapKB,https://youtube.com/shorts/ovi-x-7EM6U?si=3d1KauQnas1xx21D,False,
2024-12-20T08:46:18Z,@indra3204,"Saran aja, audionya tolong diatur lagi. Kekecilan klu dibanding channel lain. Thanks.",False,
2024-12-20T06:57:42Z,@nodevil13livedon,"Ko kalo boleh nitip bahas ttg kerja/kuliah/sekolah d luar negeri y 😊 soalnya aku sendiri juga minat buat pindah tapi masih ada sedikit keraguan 😅 terutama ttg kerja Ko, apakah bener peluang d luar negeri itu lebih besar dan tenaganya lebih d hargai? Dsb. Makasih sebelumnya 😊",False,
2024-12-20T06:07:48Z,@riswanhakim195,Wkwkk asik banget. Loving the problem not solution!,False,
2024-12-20T05:50:37Z,@kikokoki9520,Mas aku ga  da ig. Minta wa mu ja blh ga ?,False,
2024-12-20T05:49:08Z,@kikokoki9520,Al itu kpnjanganya apa sih ? Mkasih.,False,
2025-01-02T06:20:52Z,@akuncadangan242,Artificial intelligence,True,@kikokoki9520
2024-12-20T04:45:52Z,@candramrizki5893,"In my opinion, AI is a groundbreaking technology that has the potential to transform many aspects of our lives. AI can enhance efficiency, solve complex problems, and create innovative solutions in fields such as healthcare, education, and business. However, AI also comes with challenges, such as ethical issues, job displacement, and the need for regulations to ensure its responsible use.",False,
2024-12-20T04:29:26Z,@humamwafigilangramadhan1919,Coba koh bahas ppn12 % dan buat edukasi untuk ke depan nya gimana koh??,False,
2024-12-20T02:12:18Z,@MiftahuljannahMts,"Belakangan udah ada yang bikin full movie pakai ai di yt. Ya walaupun masih jelek, tapi masih jauh lebih bagus dari pada cg naga indosiar. Padahal ai baru muncul beberapa tahun. Bayangin dalam 30 tahun mendatang sangat mungkin ada box office yang full dikerjain satu orang dengan bantuan tools ai saja.",False,
2024-12-20T01:28:22Z,@Trendiel90,SEREMAN KOMPUTER KUANTUM G SI ??,False,
2024-12-19T19:55:35Z,@FERONISA_28,Mantap ❤😊,False,
2024-12-19T15:52:31Z,@funny5847,"thumbnail+title""fearless"" lagi...😮 gw agak maless mo nonton klo gini..?!?!",False,
2024-12-19T11:29:35Z,@nranakkampung,"Yang bakal ngegatian Posisi kalian bukan AI, tapi orang yang bisa menggunakan AI.",False,
2024-12-19T15:25:41Z,@wegahernanta3,"Benar dan parahnya era ini ada yang banyak yg ingin membodohi orang lain, secara tidak sengaja mereka telah dibunuh dengan materinya",True,@nranakkampung
2024-12-19T10:23:41Z,@Ahmar27_,"Dah bener kata bapak gua dlu, JADI PETANI YANG BISA EKSPOR KOMODITI",False,
2024-12-19T10:16:05Z,@diahwinditrianapalupi1765,"masalahnya manusia sekarang kebanyakan gantungin otaknya ke AI, mereka lebih sedikit menyimpan informasi karena mikirnya ada AI, backup nya di AI, jadi kalo dites manusia tanpa gadget ketara bgt kosongnya, aku sendiri ngerasain itu",False,
2024-12-19T09:23:24Z,@fadhilstwn2887,Bg bahas soal uang brics bg!!!,False,
2024-12-19T09:11:16Z,@raskanarendra1142,Saat diajarin berpikir kritis saat rame kasus si Agus 😂😂😂,False,
2024-12-19T07:18:24Z,@giovanibinyulius131,Om... Bahas penjajah umkm dong...shopeee,False,
2024-12-19T06:31:23Z,@hattagimank,"Bg bahas pajak 12% bg, biar para 78 paham",False,
2024-12-19T05:54:53Z,@agusmayuda,iya ..sangat membantu sekali ai.😊,False,
2024-12-19T05:05:42Z,@PLGIEGP-jx7xb,Ai masih g bs ngelakuin apa yg editorlu lakuin,False,
2024-12-19T04:26:11Z,@AbimAbiya,Kita harus ngigelan jaman dan yg terpenting AI tidak bisa nyukcruk dan ngabobok saku,False,
2024-12-19T02:15:53Z,@AkuGantengCuy,"kebanyakan AI gratis terbatas (selanjutnya langganan), kalau mau yang gratis selamanya pakai opensoure dari github / huggingface tapi harus punya spek PC yang memadai,",False,
2024-12-18T20:27:53Z,@mohammadreza8866,"Holyshit...
Saya suka penutup nya, mungkin agak saya sempurna kan dikit
"" Di negara Indonesia yang begitu banyak sekali permasalahannya, AI adalah problem solving kita untuk menyelesaikannya satu persatu ""


Let's do this shit",False,
2024-12-18T17:21:14Z,@Qimpie-zk7yc,Pembahasan nya kurang seru hehe,False,
2024-12-18T14:56:30Z,@insanchannelofficial,Hanya SOPIR TRUK Yg gak bisa di gantikan AI 😅😅😅,False,
2024-12-18T14:48:09Z,@samikhedira_3849,Akun pedalaman sumsel hadir,False,
2024-12-18T14:22:30Z,@Minitosca,"Sekedar mengingatkan, Sistem ekonomi negara kita yaitu ekonomi pancasila, tolong suarakan itu, untuk membendung kapitalisme",False,
2024-12-18T14:06:09Z,@yt.syartok,"sekarang gak perlu sekolah lagi,karena udah punya AI",False,
2024-12-18T13:00:20Z,@lestariagniya6935,"WOW.... keren banget...

Apakah bisa disimpulkan mayoritas warga +62 belum siap menghadapi teknologi Ai?",False,
2024-12-18T12:21:33Z,@wellyekacharisma2983,"Mas bro, beberapa video loe sebelum pilpres lo berharap pada bapak presiden terpilih.

Sekarang setelah terpilih, kebijakan2nya sepertinya tidak sesuai harapan loe. 

Ga kepikiran gitu, sekarang, untuk bikin video yg ngritik pemerintahan?",False,
2024-12-18T10:41:48Z,@sumadiyonokontraktor,"Intinya perbesar kapasitas otk utk berfikir multitasking ,, bukan lagi kacamata kuda.. benar gitu gak sih😂😂",False,
2024-12-18T10:24:25Z,@YaBegitulah1,"Bahas Danantara, bang, apakah resiko dan dampak positifnya, apalagi akan jadi super holding pemerintah.",False,
2024-12-18T10:18:12Z,@vuenus,Apakah AI bisa mendeteksi kerusakan motor lewat suara?,False,
2024-12-18T09:36:29Z,@AziezArt-xk7zn,"Yang paling ngeri coba searching tugas sekolah fisika/mtk di copas sesulit apapun rumusnya pasti ada jawabanya dan itu cuma di WhatsApp AI, 😱",False,
2024-12-18T09:14:50Z,@marhan1013,"Mungkin bagus polisi diganti robot ai, agar nggk perlu nunggu viral dulu🦸",False,
2024-12-18T08:13:57Z,@bgsaiff1059,Maksud belajar AI ini apakah orang yg bisa membuat AI itu atau yang bisa menggunakan AI yg dibuat orang?,False,
2024-12-18T06:08:03Z,@muhammadfaisal7159,"Tergantung pandangan
AI lawan atau kawan ?
AI kompetisi atau kolaborasi ?
Malah dengan adanya AI daya kreativitasku yang diluar nalar dapat disalurkan berkat kerja sama dengan AI.
Malah lebih mudah kerja sama dengan AI dibanding dengan manusia.
Skill penting kalo mau pakai AI yaitu skill bertanya😅",False,
2024-12-18T04:31:21Z,@ikikun1,editornya ko raymond naik gaji nih karena bisa make tools ai dengan tepat guna,False,
2024-12-18T02:34:24Z,@lalalalaa8686,"Lately apa2 pake AI termasuk untuk thesis research preparation. Pas masih S1 itu masih apa2 harus baca jurnal satu persatu, ini cukup tanya AI and crosscheck ke reference yang legit and saved a good amount of time. Gua kira gua pemalas karna apa2 kalo penasaran nanya AI, kadang ngerasa 'ini gua pemalas apa gimana sih'. Sebagai orang yang biasanya untuk dapetin info harus gali and baca dulu tiba-tiba terbiasa pake AI, ada sedikit guilty conscience, tapi this video convinced me, I am on the right track wkwk.",False,
2024-12-18T02:29:35Z,@ekoyuono1,"Dalam harvard bisnis review Tech 2025, hipotesa nya sama persis bahwa orang yang sukses adalah org yg bisa bekerjasama dengan AI bukan berdiri sendiri2",False,
2024-12-17T22:31:30Z,@oktharizkiyawhan4010,Apa Bedanya AI sama Google Koh?,False,
2024-12-17T19:21:30Z,@BellatrixLugosi,"Jangan pake ai untuk hal yg memerlukan kreatifitas karna dalam jangka panjang lu bakalan malas untuk berfikir kritis karna bisa suruh ai, tapi pake ai untuk belajar menjadi kreatif",False,
2024-12-17T17:27:15Z,@PriaRasionalBro,"Bang Raymond, saya seorang seniman AI Art di platform DeviantArt, dan sudah menjalani ini lebih dari satu tahun. Dari karya yang saya buat, saya bisa menghasilkan sekitar $3000 per bulan. Penghasilan ini saya dapat dari menjual adoptables (karakter seni digital yang bisa diadopsi), tier langganan (konten eksklusif untuk pelanggan), dan komisi gambar AI berdasarkan model khusus yang saya buat sendiri.

Saya menggunakan ComfyUI sebagai alat utama saya. ComfyUI ini mirip Blender karena sama-sama berbasis node, tapi jauh lebih rumit dan teknis. Di sini, kita harus menyusun alur kerja dari nol, seperti menyambungkan node satu per satu agar bisa menghasilkan gambar berkualitas tinggi. Bisa dibilang, ComfyUI adalah salah satu software AI art paling sulit, tapi hasil akhirnya benar-benar sepadan.

Jadi, buat teman-teman yang ingin belajar AI art, saran saya mulai sekarang. Semakin cepat belajar, semakin cepat bisa menghasilkan karya yang bernilai dan tidak mudah tersaingi!",False,
2025-01-08T15:12:00Z,@torjripedo,Karakter seni digital yang bisa di adopsi maksud ny gimana tu bang?,True,@PriaRasionalBro
2024-12-17T16:41:12Z,@shopetokoGamekuy,"bang saya lagi skripsi ketik sendiri tapi di zerogpt malah kedeteksi ai lebih 95% padahal ada turntin deteksi ai , kenapa pake zerogpt. saya coba pake bahasa inggris buat du chat gpt malah gak kedeteksi ai,  itu website scam sih zerogpt",False,
2024-12-17T16:28:10Z,@qwertyrewtywyterty,"Beberapa tahun lagi akan ada AGI.. nah loh.. yang miskin dan malas belajar cuma bisa ngarep kerja fisik ( ini juga bakal digantiin robot, tp masih lebih lama dr AGI) atau ngarep universal basic income dr pemerintah",False,
2024-12-17T14:50:07Z,@jarwosudijak8802,"Semua aplikasi sudah ada AI   dari Facebook, WA, Instagram, terus gimana",False,
2024-12-17T13:46:56Z,@BlumNik4h1222,Ai bisa nanem padi gak kalau udah bisa bagus gak perlu nyusain orang tua,False,
2024-12-17T12:48:19Z,@valentin6218,Orang2 ditakut2i terhadap AI,False,
2024-12-17T12:30:59Z,@LalaChan-v8n,Keren sih kalau ada tukang cukur pakai robot yang pakai AI,False,
2024-12-17T11:47:46Z,@van_jang,"jangan bangga dengan kemajuan masa kini dengan AI yg baru saja di mulai.
skrg baru adaptasi/transisi tentang pekerjaan dan AI atau robot.
permasalahan skrg ini mengenai AI dan pekerjaan ; sudah pusing dgn data statistik banyaknya pengangguran meskipun dia bertitle sarjana malah skrg di bikin stres dengan adanya AI, tanpa sadar kemampuan manusia di bikin lumpuh, dgn alasan banyaknya human error dll sehingga kini terjadilah transisi ke AI di dunia pekerjaan dgn menggantikan tenaga manusia dgn robot, salahnya adalah di SDM itu sendiri, contoh di negara negara maju sudah di terapkan di tahun lalu contohnya jepang.
mau mengatasi masalah SDM ? no itu tidak bisa dan gak ada solusi utk skrg ini.

namun bukan itu yg di takuti.
saran saya ” HANCURKAN AI SEBELUM TERLAMBAT”
why ?
ketika penemuan/penciptaan AI di masa depan setara atau melampui kecerdasan manusia, kepunahan manusia langsung the end.
kenapa AI itu di ciptakan ?
karna populasi manusia yg terus meningkat karena setiap negara tidak akan mampu mengontrol banyaknya pertumbuhan manusia & manusia itu sendiri.
contoh, tidak usah mikir dulu ttg populasi manusia yg terus bertambah,, kepadatan lalu lintas di pulau jawa saja di karenakan jumlah kendaraan yg terus bertambah yg mungkin dulu hanya bisa di beli oleh konsumen dgn berpenghasilan kelas atas, kini kelas menengah dan menengah kebawah sudah bisa membelinya, bayangkan saja hasilnya sampai belasan/puluhan tahun kedepan seperti apa kondisi jalan raya di sana.

kemudian jumlah penduduk di sana makin bertambah dan terbanyak di bandingkan seluruh provinsi di indonesia sehingga jalan keluarnya membangun ibu kota baru dan manusianya di pindahkan sebagian ke IKN yg baru bagaikan memindahkan ember yg terisi penuh ke ember yg kosong.
meskipun IKN bukan hanya teruntuk penduduk pulau jawa namun juga untuk meminimalisir provinsi lain juga mengalami hal yg sama, pertanyaannya kenapa ? karena sudah hampir tidak bisa di urus dan gak ada solusi lain.
bayangkan jika populasi manusia terus bertambah 10-20thn kedepan suatu daerah terkhusus pulau jawa, akan mau di apakan manusia sebanyak itu beserta kepadatan jalan oleh kendaraan dan bagaimana mengontrolnya, meskipun di kemudian hari pulau jawa akan segera tenggelam.
kembali ke AI, akan ada masa di mana manusia secara besar-besaran mendemo ketika AI rampung 100% menggantikan posisi manusia dalam pekerjaan.
AI mungkin sekarang belum secerdas masa depan,, sehingga perlahan lahan transisi manusia akan hidup berdampingan dgn AI, akrab dgn AI namun itulah bahayanya.
ketika manusia lain memliki kemampuan untuk menciptakan AI, secara profesional dan ahli mungkin bisa menciptakan AI/robot memiliki anti di dalam chip untuk tidak berniat buruk terhadap manusia, namun itu bagi yg ahli & profesional saja. namun bagaimana dgn yg ilegal, yg menciptakan AI/robot untuk niat buruk hanya untuk kepentingan individu.
skrg hora hore kita yg baru di perkenalkan dgn kemajuan jaman yg semakin modern.
namun ketidak nyamanan dan ancaman manusia baru di mulai dari skrg dan kita semua akan kesana ke masa yg di bahas skrg ini.
lanjut ke AI dan populasi manusia.
AI/robot menurutku seperti virus.
virus seperti yg terjadi di thn 1918 yg di sebut flu spanyol yg memakan korban meninggal hingga 50-100juta jiwa hampir sepertiga penduduk bumi kala itu demi untuk menekan populasi manusia yg menurutku di sengaja.
di era skrg ini tidak mungkin di buat sama lagi krna covid19 pun telah di terapkan namun populasi manusia masih tetap meningkat & hanya berimpact kecil untuk menekan populasi manusia.
sehingga AI lah jawabanya, akan ada perang di masa depan dan setelah perang itu selesai maka AI pun akan di nonaktifkan/matikan secara universal/global dan hidup manusia akan normal kembali dgn meninggalkan SDM yg berkualitas tinggi untuk menjaga keutuhan dunia yg stabil.",False,
2024-12-17T11:47:31Z,@emailsegar,Akan ada masanya manusia percaya 1+1 adalah jendela karena manusia terlalu bergantung dengan AI,False,
2024-12-17T11:27:56Z,@angguncynthia3607,"AI ngebantu banget aku yg kerja di instansi pemerintahan yg dituntut multitasking multitalenta 😅  aku uda mulai palai AI, 3 bulanan ini buat ngebantu kerjaanku, mulai dari bikin ide conten sosmed, penjadwalan content, point² presentasi, ngembangin narasi laporan, notulensi, bener² ngebantu ngurai kerjaan bertumpuk yg macem² jenisnya",False,
2024-12-17T10:48:53Z,@andrikurniawan531,owh jadi raymond kang gimmick kaya mardigu,False,
2024-12-17T08:58:02Z,@Lukas.SetudioProduction,"Nah ini yang ada di kepala aku cuma akunya ga bisa ngomongin nyam udah lama unek"" nya ini.",False,
2024-12-17T08:20:15Z,@virdan,"WA aja skrng dah dikasih fitur AI bro,",False,
2024-12-17T07:40:45Z,@ixuren600,"2:50 btw ada kabar bakalan ada AGI(Artificial General Intelligence) diatasnya dari ai yang bisa nyerupain kelakuannya manusia, ai itu baru balita nya robot bisa dibilang",False,
2024-12-17T07:01:04Z,@gundam_Chaos,"Kalau gw sekarang bikin video deepfake wajah dia, AI suara dia ngebahas hal yang sama dari chat GPT. Gw pengen tau apa reaksi dia.",False,
2024-12-17T06:04:18Z,@fahrurozi3511,Andaman terbesar Masyarakat Indonesia adalah Konten2 yang di sajikan Oleh Raymondchins,False,
2024-12-17T05:56:58Z,@erfanm.aerfanmardeandrean5467,Kasir Indomaret diganti AI dong kak 😢,False,
2024-12-17T05:56:08Z,@Respect_tom,"ai perusak masadepan, lapangan pekerjaan menipis , persaingan usaha meningkat dan data diri di internet gampang bocor",False,
2024-12-17T05:40:22Z,@rrmoge,Gw kalo penasaran sudah pasti saya selalu bertanya ke ChatGPT dengan pertanyaan yang mudah dimengerti namun jelas jadi saya tau apa yang saya penasaran dan saya juga melatih saya juga untuk membiasakan bertanya menggunakan bahasa yang mudah dimengerti namun sangat jelas,False,
2024-12-17T04:43:03Z,@danuarta_me,"prompting in chatgpt be like:

*LLM please don't hallucinate",False,
2024-12-17T03:42:19Z,@Monimonami,"Kasian gue sama kreator2 yg karyanya di kasih makan ke Ai tanpa izin dan royalti sama sekali, di curi sama multi billion Ai company sama  penyefong2nya.😢",False,
2024-12-17T03:38:51Z,@TabraniAhmadThariq,"Luar biasa abang raymond, setiap video ada edukasi dan iklan, keuntungan bagi bang Raymond yg berlipat lipat",False,
2024-12-17T02:40:27Z,@ronaldandreas4128,"Kalo menurut saya, yang kurang adalah pembaca naskah YouTube AI. Jadi YouTuber nya benar-benar santai. 
Yang tampil di video YouTube adalah avatar AI. Mirip kayak pembaca berita AI.",False,
2024-12-17T02:20:14Z,@anggagifari,marketing yg ga bakal di ganti EI mungkin?,False,
2024-12-17T01:52:49Z,@wana8542,"berarti belajar matematika itu penting sejak dini ya, untuk melatih critical thingking anak",False,
2024-12-17T01:04:45Z,@muninggarsepriani,"AI ga bisa ngelakuin apa yang guwe lakuin❤️
AI ga bisa marah marah kalo anak anak gw akademis nya anjlok
AI ga bisa nyuapin anak anak gw sembari gw ngelakuin ini itu, termasuk bermulut manis sembari mulut ngeluarin bunyi kapal kapalan pas nyuapin padahal hati mangkel, gemes, perut jg udah harus di isi
😅

🤜🏼🤛🏼",False,
2024-12-17T00:55:18Z,@pendekarkura,"Bukan karena Ai, karena project nya dikit , marketnya sedang susah",False,
2024-12-16T23:44:54Z,@bangunpersadaindonesiadgnn1014,Untung sdh pakai AI sejak Desember 2022,False,
2024-12-16T23:12:22Z,@DzoulFahmi-r6e,permisi bg klo boleh tau bisa kasih arahan atau saran bagaimana awal mula biar gw bisa mulai belajar AI mohon arahannya bg!,False,
2024-12-16T22:59:20Z,@lusiadance,"Orang china akan ketawa terbahak2 lihat judul video ini, seburuk itukah pandangan ente terhadap AI? Pasti ga tau AI itu apa dan gimana AI dibuat",False,
2024-12-16T22:32:51Z,@straypunk2077,"Indonesia sebenarnya masih banyak peluang, karena masyarakat indo rata2 terlalu sering di zona nyaman, malas beradaptasi dan sulit menerima perubahan. Sekarang tergantung siapa yg duluan ambil peluang tersebut, apakah orang indonesia sendiri atau orang luar yg akan memanfaatkan indonesia?",False,
2024-12-16T20:59:11Z,@legendofaang,Bang bahas by kuadran konsep ilmu keuangan. 🙏,False,
2024-12-16T20:58:51Z,@Hersuistanto,Yg rugi juga si pengusaha pengguna AI karena daya beli masyrakat lemah karena pengangguran. Siapa yg beli produk2 pengusaha? AI? Jadi mau ga mau harus menyerap tenaga kerja manusia sehingga daya beli meningkat,False,
2024-12-16T19:43:44Z,@Hzedxdg,Oh yang sama timothy itu drama doang,False,
2024-12-16T18:38:18Z,@vekonglengkong,"Karir dan Pekerjaan yang ga bakal pernah atau susah diganti ama AI adalah industri Fitness (Kebugaran) dan Sport (olahraga).Personal Trainer, Fitness Instructor, dan Athlete  ga bakal bisa diganti ama AI. Paling si AI bs dipake buat bantu ngelola administrasi dan manajemen Gym nya aja.",False,
2024-12-16T17:45:32Z,@sap_to,Ai khususnya chat gpt udah berkembang pesat bgt dibanding pas awal rilis 1-1.5thn yang lalu. Sekarang informasinya dan jawaban lebih relevan dan lebih nyampe penyimpanan nya.,False,
2024-12-16T16:45:22Z,@チュン-07,"InsyaAllah rezeki itu sudah di atur,semua itu dunia abaikan aja😊",False,
2024-12-16T16:24:22Z,@ArdiyantoArdiyanto-l5u,"tenang ... begitu ai menggantikan pekerjaan manusia pasti itulah akhir jaman ... karena Tuhan gak akan biarkan kehidupan robot menggantikan manusia , saat itulah perang yang akan memusnakan semua teknologi , kembali ke jaman tanpa teknologi ... udah ditentukan masa depan oleh Tuhan ... jadi aku gak takut 😅🤣😂 

yang perlu ditakutkan itu kacau nya penegakan hukum ..",False,
2024-12-16T15:34:18Z,@mochikbalmaulana9499,"Sedikit saran mungkin banyak disini yang belum ngerti termasuk saya,
 Mau belajar AI tapi
 mulai dari mana...??
Step by step nya...??",False,
2024-12-17T12:56:56Z,@MuhammadBayu-rf8sq,Bisa tanya AI nya bang,True,@mochikbalmaulana9499
2024-12-16T14:38:44Z,@Arfami-f8c,"Gue kerjaan freelance jual"" design di web"" POD luar negeri,. Dulu design"" sendiri.. skrg tinggal ketik udah jadi.. tinggal edit dikit aja..",False,
2024-12-16T13:49:31Z,@canteraide4132,"Saya pribadi sih ga ada masalah sama AI secara umum, tapi saya cukup enggan untuk menggunakan AI yang berhubungan dengan industri kreatif (generatif, foto, video, audio). Salah satu alasan utama saya, karena AI kebanyakan di-training menggunakan data umum, beberapa artist atau creator bisa merasa karyanya 'tercuri' karena sekarang orang lain bisa membuat karya seni yang mirip dengan artist/creator tersebut. Hukum mengenai AI di ranah tersebut masih belum terpapar jelas karena perkembangan AI yang cukup pesat dalam jangka waktu yang singkat. Apakah Generative AI termasuk ke dalam Transformative Content yang menjadi hak milik yang buat prompt-nya? Apakah website (yang melayani pembuatan konten AI) diwajibkan untuk memberikan transparansi dalam penggunaan data training? 

Alasan di atas masih bersinggungan dengan legalitas, yang saya khawatirkan lagi adalah risiko penggunaan. Dengan adanya (dan berkembangnya) AI di sektor tersebut, banyak sekali peluang untuk melakukan hal yang tidak etis seperti video, foto, dan bahkan audio palsu yang diciptakan dengan intensi buruk (kebanyakan defamation, beberapa untuk menyebar hoax/misinformation). AI pada zaman sebelum ini masih bisa dibedakan oleh mata orang awam, namun untuk zaman sekarang dan seterusnya? Kita mungkin ga bisa memakai barang bukti yang berupa video dalam ranah hukum karena AI tersebut. 

Saya ga memungkiri bahwa AI memiliki banyak manfaat, namun saya juga paham kalau beberapa orang cukup menghindarinya atau bahkan membenci perkembangan AI. Terlepas dari itu semua, saya juga setuju bahwa semua orang harus beradaptasi dengan teknologi, kapan pun dan dimana pun. Untuk orang-orang yang tertarik dengan AI, segeralah belajar dan mohon gunakan dengan bijak. Untuk orang-orang yang 'melawan' AI, perkembangan AI hanya akan meningkat seiring waktu, kembangkan diri agar tidak tergantikan. Saya juga penasaran sama pendapat mas Raymond soal paragraf saya di atas, mengenai 'kontroversi AI' atau hal yang berkaitan. Saya tidak ada niat untuk mengantagoniskan siapa pun, maaf jika opini saya terlihat menyinggung.",False,
2024-12-16T13:33:52Z,@halimterapis5046,Astaghfirullah,False,
2024-12-16T13:28:29Z,@ferdyxslebew,apa guru² diindo akan digantikan juga sama apk AL,False,
2024-12-16T13:27:57Z,@manullangparholong8932,*Tapi utk Driver OJOL sepertinya sangat sulit kalau di ganti AI/Robot*,False,
2024-12-16T12:45:39Z,@PaladinSirius,"InsyaAllah ka Raymond ini org jujur yg mw ad perubahan utk anak bangsa. Masalahny klo org gamau ad org2 yg kompetitif, dia ga akan nyebarin kiat2/ dapur rahasia sukses.
Semoga istiqomah ya Raymond",False,
